64;0.1;6;108.642;
64;0.1;6;113.01;
64;0.1;6;86.8809;
64;0.1;6;46.518;
64;0.1;6;122.802;
64;0.1;6;61.3313;
64;0.1;6;67.0155;
64;0.1;6;60.9259;
64;0.1;6;66.7194;
64;0.1;6;52.4854;
64;1;64;102.193;
64;1;64;69.7084;
64;1;64;70.0022;
64;1;64;77.8288;
64;1;64;78.9383;
64;1;64;79.4351;
64;1;64;78.2813;
64;0.1;6;67.3551;
64;0.1;6;69.2263;
64;0.1;6;77.0045;
64;0.1;6;52.3631;
64;0.1;6;67.3634;
64;0.1;6;109.398;
64;0.1;6;148.126;
64;0.1;6;38.4747;
64;0.1;6;45.1165;
64;0.1;6;73.1362;
64;1;64;74.4737;
64;1;64;64.9449;
64;1;64;63.3178;
64;1;64;71.9825;
64;1;64;74.931;
64;1;64;81.6456;
64;1;64;86.2454;
64;1;64;88.8841;
64;1;64;76.1584;
64;1;64;76.2203;
64;10;640;52.6808;
64;10;640;54.2699;
64;0.1;6;76.704;
64;0.1;6;84.4125;
64;0.1;6;102.248;
64;0.1;6;67.4287;
64;0.1;6;83.7072;
64;0.1;6;62.3979;
64;0.1;6;31.3143;
64;0.1;6;58.4529;
64;0.1;6;73.237;
64;0.1;6;109.707;
64;1;64;93.7863;
64;1;64;95.1265;
64;1;64;77.7009;
64;1;64;73.0441;
64;1;64;76.9639;
64;1;64;73.3233;
64;1;64;88.3292;
64;1;64;76.4772;
64;1;64;80.7857;
64;1;64;81.5258;
64;0.1;6;77.2115;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;0.1;6;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;1;64;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;10;640;-nan;
64;0.1;6;109.384;
64;0.1;6;124.111;
64;0.1;6;67.2192;
64;0.1;6;83.9646;
64;0.1;6;54.9873;
64;0.1;6;56.2494;
64;0.1;6;54.6822;
64;0.1;6;63.1495;
64;0.1;6;122.981;
64;0.1;6;87.1055;
64;1;64;98.4493;
64;1;64;66.1544;
64;1;64;69.0001;
64;1;64;70.6797;
64;1;64;75.5019;
64;1;64;67.1148;
64;1;64;92.4498;
64;1;64;82.9453;
64;1;64;76.3338;
64;1;64;74.4338;
64;10;640;51.4198;
64;10;640;51.9699;
64;10;640;50.4191;
64;10;640;48.6431;
64;10;640;50.8259;
64;10;640;50.4036;
64;10;640;50.1337;
64;10;640;53.3542;
64;10;640;51.7947;
64;10;640;49.5178;
